Tweet,Sentiment
  ُمان 984,neutral
     جسر عهد,positive
     جسر العهد,neutral
 اقترح اسم ( ١١ يناير ) للجسر الخاص بمدينة السلطان هيثم,neutral
📸 | رعى صاحب السمو السيد  آل سعيد وزير الثقافة والرياضة والشباب وبحضور صاحب السمو السيد  آل سعيد حفل توقيع الشراكة والتطوير لـ  وذلك بدار الأوبرا السلطانية  2680,neutral
     قيمة البيت ١٦٠ الف,negative
     جسر غزة,neutral
     جسر السيدة الجليلة عهد حفظه الله,positive
حفل توقيع اتفاقيات  شراكة وتطوير مدينة    في دار الأوبرا السلطانية برعاية صاحب السمو  السيد    ُمان 95,neutral
صاحب السمو السيد ذي يزن بن هيثم آل سعيد يترك خيار تسمية الجسر المعلق في  للمجتمع العماني 🇴🇲  اقترح لنا اسم  30,neutral
     جسر الوئام او جسر المحبة,positive
  طول الشارع بالمتر وليس المتر المربع,neutral
     جسر السلاطين 👌,negative
كانت البداية صعبة فكنت هادئ الأعصاب مبتسم واثق  من قدرتك على تذليل الصعاب بتوكلك على الله والأخذ بالأسباب  فتجاوزت الزمن وتخطيت مراحل لم نحسب لها حساب وأعدت كل شيء مثل ما كان بهيا  لتبقى عُمان على موعد مع أنجازات  أعظم وأضخم بإذن الله تعالى وتوفيقه   4,positive
راشد بن حميد الراشدي يكتب  إنها تجربة ثرية لجميع شركات القطاع الخاص والمطورين العقاريين الذين يرغبون في المشاركة والإسهام في هذه المدينة العصرية الرائعة    8,positive
تحت رعاية السيد  وزير الثقافة والرياضة والشباب توقيع 35 إتفاقية شراكة وتطوير لــ   وقعتها وزارة الإسكان والتخطيط العمراني مع مجموعة من المؤسسات والشركات 9,neutral
⭕'» تنفيذًا للتوجيهات السامية بتسمية إحدى شوارع مدينة  في زيارتة لجمهورية سنغافورة، يأتي الإعلان عن شارع  سنغافورة الممتد على طول يزيد عن 4 كيلومترات، والمتميز بكثافة الأشجار، ويمر بجانب كلية التكنولوجيا المتقدمة   1,neutral
الإعلان عن توقيع اتفاقية لإنشاء مركز للشرطة بمساحة 10709 متر مربع، ومركز للدفاع المدني والإسعاف بمساحة 8600 متر مربع في  تحت رعاية صاحب السمو السيد ذي يزن بن هيثم آل سعيد  6,neutral
 |🎙️قيس بن عزان البحري، الرئيس التنفيذي لشركة دريم ڤيلا، مُتحدثًا عن توقيع الشركة لاتفاقية التطوير لأحد الأحياء السكنية بـ       07,neutral
     جسر العازي ✌🏻,negative
بطلب سمو السيد  آل سعيد سيتم تسمية جسر  بمشاركة مجتمعية ,neutral
     جسر بن طارق,neutral
صاحب السمو السيد   آل سعيد ، يترك اختيار تسمية الجسر المعلق بـ   للمجتمع العُماني  ⁉️شاركنا اقتراحك ما هو الاسم المناسب للجسر المعلق✨🇴🇲 ,neutral
     جسر العهد السعيد,positive
  جسر السلطان هيثم,neutral
     جسر مزون نسبه لاسم عمان قديما او جسر ارض اللبان,neutral
     جسر البركه,negative
  جسر عهد,positive
  جسر السلطان قابوس تكريما لباني النهضة رحمه الله تعالى,positive
     جسر أحمد الخليلي,neutral
  جسر السلام مأخوذ من يد عمان الممدودة بالسلام الى جميع  أنحاء العالم ,positive
برعاية صاحب السمو السيد  تم توقيع على 35 اتفاقية تابعة لـ       137,neutral
"  جسر "" السلطان قابوس، السلطان هيثم، الرسوخ، الشموخ، العرفان، الأمجاد، ١١ يناير """,positive
 |🎙️أحمد حسين صبور، رئيس مجلس إدارة شركة الأهلي صبور للتطوير العقاري مُتحدثًا عن توقيع الشركة لاتفاقية التطوير لـ3 أراضي بـ     ,neutral
"  جسر ""كَدَم""  وكدم هي مملكة عمانية عظيمة؛ ضاربة في القدم، وتحفيزاً لجهود الاستكشاف والتنقيب عن الآثار فيها  ويمكن أن يُستغل سياحياً للتعريف عنها",neutral
   لاه,negative
  جسر الوطن,neutral
توقيع +٣٥ اتفاقية الشراكة  والتطوير ل  تحت رعاية سيد الشباب السيد  آل سعيد 3,neutral
   يسمى باسم بالأرض,neutral
     🤣🤣,positive
     هين نسجل اقتراحنا؟,neutral
حقيقاً جدا فخور ومتفائل بالنهضة العمرانية الّتي تقودها وزارة الأسكان والتخطيط العمراني بعد عجاف السنين وبإذن الله هذا الحراك في رسم الاستراتيجيات والخطط لن يكون مجرد ورق، بل سيكون على أرض الواقع بإذن الله  ونقول عمار يا بلادي عمار🇴🇲    ,positive
  جسر أحمد بن سعيد أو أحمد بن ماجد,neutral
جسر اَل سعيد أو جسر السلطان هيثم أو جسر بلعرب أو جسر الثريا أو جسر النهضة أو جسر هامَ السماء  َل_سعيد            َ_السماء    57433,neutral
  جسر البركه,negative
  جسر السيد ذي يزن,neutral
   ماحلو,negative
   حلو,positive
  جسر المحبة  أو جسر  بديعوه أو جير مسقط الجميلة,positive
  جسر السلطان قابوس  او  جسر السلطان هيثم,neutral
  جسر المستقبل,neutral
توقيع اتفاقيات  الشراكة  والتطوير ل  تحت رعاية السيد  آل سعيد والتي تجاوزت 35 اتفاقية والحمدلله ُمان 5,positive
تقود وزارة الأسكان والتخطيط العمراني النهضة العمرانية بتوقيع +٣٥ اتفاقية  لتطوير   تحت رعاية السيد  وبحضور السيد  وبإذن الله هذا الحراك سيكون على أرض الواقع 6,positive
  جسر بالعرب,negative
    توقيع (+٣٥ ) اتفاقية الشراكة والتطوير لـ  تحت رعاية صاحب السمو السيد   ُمان 🌺🇴🇲🇴🇲🇴🇲🇴🇲 7,neutral
  جسر ذي يزن  ,neutral
من اتفاقيات    ,neutral
  جسر ال سعيد,negative
"بعزم التنفيذ وبمساحة 10,000 متر مربع  نعلن عن مشروع المركز الوطني للصناعات الحرفية الإبداعية الذي ستحتضنه   نواة للصناعات الحرفية ومزار يعكس الثراء والتنوع الحضاري ويعزز تجربة الزائر مع الحرف العمانية ويقدم تجربة تعليمية تفاعلية وسياحية مثرية  ",positive
  جسر ثريا,neutral
صور | صاحب السمو السيد ذي يزن يرعي حفل توقيع 35 اتفاقية للمرحلة الأولى لـ   ُمان  31,neutral
  جسر ٢٠٤٠  تزامنا مع رؤية ٢٠ ٤٠ والجسر هو عبور من و إلى وهذا الجسر على أسمه ٢٠ ٤٠ سوف يعبر عمان إلى مصاف الدول المتقدمة والمتطورة,positive
  لابد ان يقترن اسم الجسر بحجم المدينه ف مدينه السلطان هيثم كبيره معنويا وحجمآ وعليه اقترح اسم الجسر احدى الاسماء التاليه  1- جسر النهضه المتجدده 2- جسر السيده الجليله  3- جسر هيثم بن بلعرب   والله يحفظ الجميع ✋🏻,positive
     جسر السلطان قابوس طيب الله ثراه,neutral
29 اتفاقية ضمن المرحلة الأولى لتطوير   6,neutral
"مقال * ""صفر"" باحثين عن عمل*  بقلم ✍️ *فايزة الكلبانية*  13                    ",neutral
  أفضل الاسم يكون بعيد عن أسماء الشخوص,neutral
     جسر المستقبل   ,neutral
صاحب السمو السيد   شاب واضح الرؤى قريب من قلوب الجميع  لطريقة تعامله المنفتحة والرزينة ولفتة طيبة بأن يتم تسمية جسر  بمشاركة مجتمعية ,positive
 جهود جبارة تبذل في  6,positive
اتفاقيات لبدء مشروع   7,neutral
   اتفق معك أخي يعقوب   تخليداً وتكريماً لباني النهضة المباركة,positive
     جسر عمان,neutral
  جسر السلطان قابوس,neutral
  جسر السلام,positive
"  جسر الغبيراء …مصداقا لقول الرسول صلى الله عليه وسلم"" رحم الله أهل الغبيراء ، آمنوا بي ولم يروني""",neutral
يصير احصل ارض او بيت في  مدينة السلطان هيثم بن طارق ؟! حفظه الله   ُمان         ُمان   35,positive
توقيع عدد من الاتفاقيات للمرحلة الأولى ل  ,neutral
    312,neutral
29 اتفاقية استثمارية حتى الآن في  ,neutral
تحت رعاية صاحب السمو السيد  آل سعيد تم اليوم التوقيع على 35 اتفاقية تابعة لـ  11,neutral
     نعم جسر الباحثين عن العمل,positive
ايش تقترحوا اسم الجسر المعلق بـ  ؟ ,neutral
 ماذا عن الجوامع والمساجد ؟,neutral
  جسر العهد الجديد جسر الراية أو العلم,positive
   ماذا عن الجوامع والمساجد ؟,neutral
⭕'» بطلب من صاحب السمو السيد ذي يزن بن هيثم آل سعيد وبمشاركة مجتمعية سيتم اختيار الاسم الخاص بجسر  8,neutral
 كم تم توقيع أكثر من 10 اتفاقيات تسليم مواقع  مع الشركاء من مختلف الجهات لإنشاء مراكز متطورة تلبي وتواكب تطلعات جيل الغد 🇴🇲     155,positive
  جسر (طوفان الاقصى) افضل اسم,positive
توقيع اتفاقيات الشراكة والتطوير لـ  تحت رعاية صاحب السمو السيد ذي يزن بن هيثم بن طارق آل سعيد وزير الثقافة والرياضة والشباب 4,neutral
بالصور مليار ريال قيمة 35 اتفاقية تطوير وشراكة لمدينة السلطان هيثم ومشاريع المدن المستقبلية       5,neutral
      بارك الله قائد مسيرتنا المباركة المتجددة الأمين علينا وعلى الوطن وسدد اللهم خطاه الذي بفضل الله ثم بفضل رعايته الكريمة جميع محافظات وولايات السلطنة تحظى بإهتمام بالغ من لدن مولانا المفدى وعرفانا لمقام جلالته نتمنى تسمية الجسر بإسم جلالته حفظه الله ويرعاه,positive
جسر الكرامة ,neutral
نرحب بالشركاء الجدد معنا من المطورين العقاريين لتطوير 8 أحياء سكنية في المدينة بقيمة استثمارية تتجاوز 1 مليار رع ضمن المرحلة الأولى (2024-2030)🇴🇲     8,positive
بعزم التنفيذ تحتضن  طموحات الشباب من خلال تشييد الفرع الرئيسي لـِ ضمن المرحلة الأولى لتعزيز مجتمع شبابي متماسك يضم احتياجاتهم وتطلعاتهم استعدادًا للمستقبل 💫         7,positive
   الجسر في عمان,neutral
"بعزم التنفيذ وبمساحة 10,000 متر مربع  نعلن عن مشروع المركز الوطني للصناعات الحرفية الإبداعية الذي ستحتضنه   نواة للصناعات الحرفية ومزار يعكس الثراء والتنوع الحضاري ويعزز تجربة الزائر مع الحرف العمانية ويقدم تجربة تعليمية تفاعلية وسياحية مثرية  50",positive
"بعزم التنفيذ،   وتحت رعاية صاحب السمو السيد ذي يزن بن هيثم آل سعيد الموقر  نستكمل رحلتنا مع ""الشركاء"" في المرحلة الأولى لـ  ✨  مدينة جاذبة تجمعنا  🇴🇲   330",positive
  جسر ( مجان ) نسبة إلى عُمان قديماً,neutral
كانت البداية صعبة فكنت هادئ الأعصاب مبتسم واثق  من قدرتك على تذليل الصعاب بتوكلك على الله والأخذ بالأسباب  فتجاوزت الزمن وتخطيت مراحل لم نحسب لها حساب وأعدت كل شيء مثل ما كان بهيا  لتبقى عُمان على موعد مع أنجازات  أعظم وأضخم بإذن الله تعالى وتوفيقه   704,positive
 شي رائع نشوف الشركات العمانيه تساهم في بناء المدينه وباذن الله تكون دافع لهم للعالميه ومشاريع اكبر,positive
لنطور أحياء سكنية متطورة وعصرية على مساحات إجمالية تتجاوز 22 مليون م2، وعلى مساحة بناء تعدت 23 مليون م2، لتستوعب من الوحدات السكنية ما يزيد عن 6 آلاف وحدة سكنية، وعلى أن يتم العمل فيها لمدة 6 سنوات🇴🇲     84,positive
   بالتوفيق   عليك  الارض  والمقاول الهندسي  جاهز    للبناء والانشاء     الراجحي_ للبناء والاعمار,positive
 ليش ما نايمين,negative
   بارك الله قائدمسيرتناالمباركةالمتجددة الأمين عليناوعلى الوطن وسدداللهم خطاه الذي بفضل الله ثم بفضل رعايته الكريمةجميع محافظات وولايات السلطنةتحظى بإهتمام بالغ من لدن مولانا المفدىوعرفانا لمقام جلالته نتمنى تسمية الجسر بإسم جلالته حفظه الله ويرعاه,positive
🔴 صاحب السمو السيد ذي يزن يوجه بفتح المجال لأفراد المجتمع لتسمية الجسر الأيقوني الذي سيتم إنشاءه بـ   🔸ماذا تقترح تسميته ؟؟ 74,neutral
     جسر خلوها تجهز قبل,negative
         من الافضل  تسمية الجسر  🇴🇲جسر هيثم 🇴🇲 نسبة للمدينة ومن بناها  وتخليدا للسلطان حفظه الله هذا هو الافضل  كجسر تشارلز في براغ  يربط المدينة  وترك أثر تاريخي يراه العابرون  مساحة سياحية جميلة للمدينة 70,positive
  جسر بحر العرب,neutral
   المدينه بكبرها اسمها بإسم جلالته حفظه الله,positive
 جميل الشركات العمانية متواجدة  شركة تبيان من الشركات الواعدة في السلطنة,neutral
  جسر الضياء ،، تيمنا بعبارة السلام السلطاني واملئي الكون الضياء  أو جسر هام السماء ،،  أو جسر الرخاء ,positive
  جسر ذي يزن,neutral
     جسر النور,negative
     جسر العهد  جسر 11من يناير,neutral
     ١٠ يناير,neutral
صاحب السمو السيد   آل سعيد ، يترك اختيار تسمية الجسر المعلق بـ   للمجتمع العُماني  ◀️ ما الاسم المناسب برأيكم ؟ ,neutral
توقيع أكثر من 35 اتفاقية تطوير وشراكة لمشروع مدينة السلطان هيثم للمرحلة الأولى (2024- 2030م)، ومشاريع المدن المستقبلية للإسكان والتخطيط العمراني مع الشركاء الاستراتيجيين بقيمة استثمارية تجاوزت مليار ريال عُماني  10,neutral
   مافيه باس يسمى بأسم جلالته حفظه الله ويرعاه ويسدد خطاه عرفانا له يسمى  وهذا أقل شكر نقدمه لوالدنا الأمين جلالة  المفدى أن يحمل إسم جلالته حفظه الله,positive
توقيع أكثر من 35 اتفاقية تطوير وشراكة لمشروع مدينة السلطان هيثم للمرحلة الأولى (2024- 2030م)، ومشاريع المدن المستقبلية للإسكان والتخطيط العمراني مع الشركاء الاستراتيجيين بقيمة استثمارية تجاوزت مليار ريال عُماني  8,neutral
     جسر الوطن جسر مدينة السلطان هيثم جسر البركة,neutral
رسمياً توقيع أكثر من 35 اتفاقية تطوير وشراكة لمشروع  للمرحلة الأولى (2024 - 2030) تُقام المرحلة الأولى لمشروع المدينة على مساحة تجاوزت 5 ملايين متر مربع، لتستوعب ما يفوق 39 ألف نسمة، وتشمل أكثر من 7 آلاف وحدة سكنية على مساحة بناء تزيد عن 3 ملايين متر مربع ,neutral
  جسر الوطن جسر مدينة السلطان هيثم جسر البركة,neutral
     سموه جسر المدينه☺️,positive
لازالت الفرصة أمامك لا تفوتك الفرصةللحصول علي شهادات ايلتس معتمدة وموثوقة بالموقع 100% دون عناء الاختبارات آيلتس  * لو محتاج تسافر أو تهاجر  * لو محتاج ترقية في شغلك  * لو محتاج تكمل دراسة في أوروبا الايلتس متوفره بدون عناء  84,positive
  جسر الأمام سيف بن سلطان اليعربي  قيد الأرض رحمة الله عليه ,negative
  جسر سلطان قابوس,neutral
هل سيسقط رأس الغراب في قبضه الصقر  أم ستكتفي الصقور بالحمام      01,neutral
بطلب من صاحب السمو السيد  آل سعيد سيتم تسمية جسر  بمشاركة مجتمعية     َبل  ُمان 38,neutral
     14,neutral
  جسر غزة,neutral
" جسر  "" اوسارا ""  تيمنا على  اسم منطقة  ريسوت كما أطلق عليها العالم الفلكي والحغرافي  بطليموس  وايضا دلاله على وجود  ميناء صلاله فيها   باعتباره مركز هام في النقل البحري واللوجستي وايضا يعتبر  الجسر هو ناقل من وإلى المدينة المستقبلية   مدينة السلطان هيثم",positive
  فضحتونا، وحدة قياس الطول بالمتر غير عن وحدة قياس المساحة,neutral
" او جسر  "" العهد ""  تيمنا بالعهد السعيد والنهضة المتجددة وعلى  اسم غالي علينا أيضا السيدة الجليلة عهد  بنت عبدالله البوسعيدي  حرم جلالة السلطان المعظم  ",positive
 او جسر الفلج او السواقي لأن عمان تشتهر بها,positive
     جسر السلطان,neutral
   عمان,neutral
  جسر الضياء,negative
بعزم التنفيذ، ودعمًا لتنفيذ المرحلة الأولى في  لمراكز عصرية وعالمية بتصاميم فريدة تراعي احتياجات الساكنين وتلبي تطلعات أجيال الغد، نوقع أكثر من 25 اتفاقية شراكة وتطوير مع الشركاء 🇴🇲   864,positive
بعزم التنفيذ، واستكمالاً على انطلاق الأعمال الإنشائية للمرحلة الأولى لمشروع  والمشاريع المستقبلية التابعة للاستراتيجية العمرانية نعمل اليوم معكم بكل حزم وإرادة لا تلين وبروح الفريق الواحد  🇴🇲 8,positive
لنطور أحياء سكنية متطورة وعصرية على مساحات إجمالية تتجاوز 22 مليون م2، وعلى مساحة بناء تعدت 23 مليون م2، لتستوعب من الوحدات السكنية ما يزيد عن 6 آلاف وحدة سكنية، وعلى أن يتم العمل فيها لمدة 6 سنوات🇴🇲     255,positive
     (جسر السلامة ),negative
تشمل المرحلة الأولى من المدينة إنشاء  الحديقة المركزية جامعة حكومية كلية عمان الصحية المستشفى المرجعي كلية التكنولوجيا المتقدمة المعهد العالي للعلوم الصحية المركز الوطني لصحة المرأة والطفل المجلس العماني للاختصاصات الطبية مركز التأهيل لذوي الاحتياجات الخاصة  3,neutral
رسمياً توقيع أكثر من35اتفاقية تطوير وشراكة لمشروع مدينة السلطان هيثم للمرحلة الأولى2024-2030 تُقام المرحلة الأولى لمشروع المدينة على مساحة تجاوزت5ملايين متر مربع، لتستوعب ما يفوق39ألف نسمة،وتشمل أكثر من7آلاف وحدة سكنية على مساحة بناء تزيد عن3ملايين متر مربع  ,neutral
مسقط ولاية مطرح 🇴🇲❤️    0,positive
رسمياً الإعلان عن تسمية إحدى شوارع مدينة السلطان هيثم بـ شارع سنغافورة الممتد على طول يزيد عن 4 كيلومترات  يتميز الشارع بكثافة الأشجار، ويمر بجانب كلية التكنولوجيا المتقدمة، ويقطع الحديقة المركزية والوادي، ليصبح الشارع النابض بالحياة في قلب المدينة  7,positive
تشمل المرحلة الأولى من مدينة السلطان هيثم إنشاء  - مجمعات مدرسية حكومية - مدرسة خاصة دولية - مركز للشرطة - مركز الشباب - مراكز صحية - مركز للدفاع المدني - مركز وطني للصناعات الحرفية والإبداعية  86,neutral
   نعم,positive
  جسر المحبة والوئام,positive
اقترح أن يتم تسمية الجسر في   بجسر النهضة,positive
الفكرة بحد ذاتها تحمل أبعاد جميلة وقصص ستحكى فالمستقبل كأحد نماذج الشراكة بين الحكومة والمجتمع - فخر يا  ,positive
     صاحب السمو ذي يزن يرعى حفل توقيع إتفاقيات الشراكة والتطوير تابعة لي 💜  بإذن الله راح تكون مدينة نموذجيه👌 8,positive
   روعة,positive
حفظكم الله واطال الله في عمركم 👋🏻🤍       6,positive
صباحنا العهد السعيد … وعدت وأوفيت يا مولاي 👋🏻🇴🇲      3,positive
صاحب السمو السيد ذي بن هيثم بن طارق يترك خيار  تسمية الجسر المعلق بمدينة السلطان هيثم للمجتمع العماني برأيك ما الأسم الذي تقترحه؟  7462,neutral
اطال الله  في عمرك على البركة والخير   والسعادة و حفظ الله والدنا السلطان 👋🏻🖤      12,positive
     جسر الامل,positive
حبيت ان الموضوع ماشي بوتيرة متسارعة وعمل مستمر  عسى نفرح قريب بـ  ونحصل فيها ارض🤭❤️,positive
بطلب سمو السيد ذي يزن بن هيثم آل سعيد سيتم تسمية جسر  بمشاركة مجتمعية 8,neutral
🔴رسمياً توقيع أكثر من 35 اتفاقية تطوير وشراكة لمشروع  للمرحلة الأولى (2024 - 2030)  🔸تُقام المرحلة الأولى لمشروع المدينة على مساحة تجاوزت 5 ملايين متر مربع 🔸تستوعب ما يفوق 39 ألف نسمة 🔸تشمل أكثر من 7 آلاف وحدة سكنية ًا_نتقدّم  ,positive
سيتم تسمية جسر  بمشاركة مجتمعية بطلب صاحب السمو السيد  7,neutral
🔴تحت رعاية صاحب السمو السيد  آل سعيد وحضور عدد من المطورين والمستثمرين، التوقيع على +35 اتفاقية تابعة لـ  وعدد من مشاريع الإسكان الاجتماعي ومشاريع ومخططات الاستراتيجية العمرانية ُمان  💫🇴🇲  ًا_نتقدّم  6358,neutral
شيئان يُغيران نظرتُك للحياة المرض والغُربة🌅   ,negative
توقيع عدد من الاتفاقيات للمرحلة الأولى لـ  ,neutral
لتطوير مشروع  تم توقيع أكثر من 35 اتفاقية في المرحلة الأولى والتي تشمل بناء أكثر من 7 آلاف وحدة سكنية لأكثر من 39 ألف نسمة على مساحة تجاوزت 5 ملايين متر مربع 08,positive
   تعد رمزًا للتطور والتحول في سلطنة عمان، حيث تسعى لتوفير مساكن عصرية ومرافق اجتماعية متكاملة، مما يعزز جودة الحياة للمواطنين ويعكس التزام الحكومة بتحقيق التنمية المستدامة ,positive
     جسر السلطان قابوس👏🏻,positive
 تعتبر مدينة حديثة مصممة لتلبية احتياجات السكان المتغيرة، وهي مبادرة مهمة لتعزيز التنمية العمرانية وتحسين جودة المساكن في  ، وتشجيع الاستدامة البيئية والاجتماعية,positive
توقيع أكثر من 35 اتفاقية تطوير وشراكة  لمشروع   للمرحلة الأولى (2024 - 2030)   663,neutral
(+35) اتفاقية  للمرحلة الأولى (2024-2030) لــ  9020,neutral
   لابد من ارسال المقتراحات الى عنوان معين اما كذا يكون عشوائي,neutral
اطال الله  في عمرك على البركة والخير والسعادة و حفظ الله والدنا السلطان 👋🏻📷       1833,positive
"اهتمام متواصل بـالحرف و  في السلطنة⭐️ بالأمس تم الإعلان عن مشروع ""المركز الوطني للصناعات الحرفية والإبداعية"" في   سيكون منصة مستدامة لدعم نمو هذه الصناعات ومساهمتها في الاقتصاد الإبداعي 🎬📉  🌟         !     ""      ""             &     🎬📈  ",positive
رسالة اطمئنان الى كل باحث عن عمل تجاوز 30 ولم يحصل على وظيفة او منفعة   (وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ ۚ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ)    ,positive
   توقيع اتفاقيات التطوير والشراكة لمشروع مدينة السلطان هيثم ومشاريع المدن المستقبلية للإسكان والتخطيط العمراني      065,neutral
كل التوفيق لأتمام المرحلة الاولى  بعد توقيع(+35) اتفاقية الشراكة  لتطوير     7,positive
توقيع أكثر من 35 اتفاقية تطوير وشراكة  لمشروع   للمرحلة الأولى (2024 - 2030)   7,neutral
🇴🇲🇴🇲  عزم التنفيذ  - المرحلة الأولى  🔻جامعة حكومية 🔻المستشفى المرجعي 🔻الحديقة المركزية والوادي 🔻كلية التكنولوجيا المتقدمة 🔻مركز وطني للصناعات الإبداعية 🔻المركز الوطني لصحة المرأة والطفل 1,neutral
حلو لو نسميه جسر السلطان  وكل التوفيق لانجاز المرحلة الاولـــى  مـــــن    363,positive
  جسر مجان,neutral
إن إقامة العدل وأداء الحقوق لأهلها من أسباب بقاء الدول وتفوقها وغلبتها  يقول شيخ الاسلام ابن تيمية “الله ينصر الدولة العادلة وإن كانت كافرة، ولا ينصر الدولة الظالمة وإن كانت مؤمنة”    ,positive
بادرة جميلة من  صاحب السمو    لترك اقتراح اسمالجسر المعلق للمجتمع  العماني   65,positive
رسمياً الإعلان عن تسمية إحدى شوارع مدينة السلطان هيثم بـ شارع سنغافورة الممتد على طول يزيد عن 4 كيلومترات  يتميزالشارع بكثافة الأشجار،ويمر بجانب كلية التكنولوجيا المتقدمة، ويقطع الحديقةالمركزيةوالوادي، ليصبح الشارع النابض بالحياة في قلب المدينة    7,positive
     جسر الأربعين,neutral
بعزم التنفيذ ودعما لأعمال المرحلة الأولى لـمشروع    تم التوقيع على اتفاقية تخصيص أرض للجامعة الحكومية بمساحة حوالي 300 ألف متر مربع   6,positive
وقّعت وزارة الإسكان والتخطيط العمراني  أكثر من 35 اتفاقية تطوير وشراكة لمشروع  للمرحلة الأولى (2024-2030م)، ومشاريع المدن المستقبلية للإسكان والتخطيط العمراني مع الشركاء الاستراتيجيين، بقيمة استثمارية تجاوزت مليار ريال عُماني 9227,neutral
     افضل هديه نقدمها لصاحب الجلاله السلطان قابوس رحمه الله  ل باني النهضه يسما الجسر    حفظ الله  صاحب الجلاله السلطان هيثم  وامده بالصحة والعافيه,positive
يحق لي كمواطن  أولا وكأحد منتسبي  وزارة الإسكان والتخطيط العمراني ثانياً أن أفخر بما تم  وبما سيتم في  كنموذج تخطيطي وعماني حديث يفاخر به ونهج يعتبر   وبمشاريع أخرى قادمة وممتدة على مختلف ربوع   وما توقيع هذه الإتفاقيات برعاية كريمة من صاحب السمو السّيد   بن طارق آل سعيد وزير الثقافة والرياضة والشباب مع شركات عالمية كبرى إلا عامل ثقة إضافي على المستويين المحلي والخارجي  بـ  يكون المسار  👌👍,positive
فكرة وجود مركز حقيقي متكامل للشباب كانت في فترة من الفترات بالنسبة لي حلم حقيقي، وعملنا عليها كمحاولة لتحقيقها هنا في  ولكن الأقدار لم تشاء، اليوم وبعمل مجموعة من الشباب الفكرة ستصبح حقيقة في   كل التوفيق للقائمين عليها،   ,positive
     عمان السلام,positive
     جسر سلطان هيثم,negative
     جسر ارض مجان,neutral
بإصرار في تحقيق تنمية عمرانية مستدامة        ,positive
بإصرار في تحقيق تنمية عمرانية مستدامة            5,positive
أتمنى أن يكون مسمى الجسر بمدينة السلطان هيثم (جسر ال سعيد   191,negative
  جسر الإمام الرضي محمد بن عبد الله الخليلي  أو جسر الإمام ناصر بن مرشد اليعربي  وإن شئتم تسمية حديثة فليكن جسر التسامح؛ لأن عمان بلد التسامح,positive
     جسر الوصال … نظرا لدوره في الوصل والتواصل بين الطرفين 😃,positive
🟢 مع توقيع اتفاقيات التطوير والشراكة  المرحلة الأولى من   ◻️المساحة  5+ ملايين مم  ◻️تستوعب 39+ ألف نسمة  ◻️تشمل أكثر من 7آلاف وحدة سكنية 📍الحديقة المركزية 📍الوادي  📍المركز الوطني لصحة المرأة والطفل  📍المستشفى المرجعي  📍المجلس العماني للاختصاصات الطبية 0,neutral
  جسر عهد ياليت يسمى جسر عهد,negative
   عمل متواصل وتطوير مستمر من أجل أن تكون  84733,positive
  جسر النهضه المتجدده,positive
     جسر الأقصى,neutral
  تستاهل كل جميل  ,positive
     جسر 11 يناير,neutral
 ||    🔹  تعقد وزارة الإسكان والتخطيط العمراني الحوار الإعلامي الرابع بحضور معالي الدكتور خلفان بن سعيد الشعيلي وزير الإسكان والتخطيط العمراني  لـ      ,neutral
     جسر 11  1,neutral
 افضل تسميته جسر 🌉 السلام ,positive
 | توقيع أكثر من 35 اتفاقية تطوير وشراكة لمشروع  ومشاريع المدن المستقبلية | جمال بن ناصر الهادي - مستشار وزير الإسكان والتخطيط العمراني للإعلام 46 ,neutral
     جسر الهمام  واسم مستوحى من الهم العالية التي تقوم بالإشراف والبناء لهذه المدينة النموذجية حيث تبذل همم وقدرات عالية للوصول للهدف المنشود لهذا المدينة الرائعه,positive
     جسر المحبه والسلام,positive
تنمية المحافظات والمدن المستدامة هي احد اولويات  وذلك لتنمية شاملة جغرافيا وتطوير المراكز الحضرية ومن هنا اتت فكرة انشاء  وتم تدشين كثير من الاتفاقيات بالامس تحت رعاية كريمة من صاحب السمو السيد  254,neutral
  بدء اللقاء الإعلامي لوزارة الإسكان والتخطيط العمراني  لمناقشة مستجدات الخطط العمرانية لبعض المدن منها    📸     3,neutral
ياليت يعطوا ربات البيوت معاش الحال كسيفه والله تعب    ,negative
الإستراتيجية العمرانية تتضمن إعداد المخطط الهيكلي ل ١٤ مدينة منها مدينة سناو ومدينة المضيبي ومدينة إبراء بمحافظة شمال الشرقية  المؤتمر الإعلامي الرابع لوزارة الإسكان والتخطيط العمراني     ,neutral
"    أقترح أن يسمى ب  "" جسر النهضة المتجددة "" دلالة على امتداد نهضة  المباركة بإذن الله تعالى  ",positive
  جسر النهضة المتجددة 8,positive
📸 | رعى صاحب السمو السيد  آل سعيد وزير الثقافة والرياضة والشباب وبحضور صاحب السمو السيد  آل سعيد حفل توقيع الشراكة والتطوير لـ  وذلك بدار الأوبرا السلطانية    7,neutral
شكراً على الدعوة الكريمة 🇴🇲👋🏻   34,positive
  الحياة مليئة بالسعادة، فقط لمن يبحث عنها,positive
